id,user_type,country,sector,energy_usage_kwh,transport_emissions_kg,diet_impact,carbon_offset_tons,renewable_energy_percentage,policy_incentives,emissions_tons,timestamp
828,Individual,UK,IT,45626.23714,15.27195095,High,5.453064468,75,1,25.814295,1642426629
829,Business,India,Power,12825.78706,25.41133049,High,2.495423436,0,0,75.62052858,1639570999
830,Individual,Germany,Residential,20928.77952,138.5712947,Low,8.404038627,75,0,21.90530953,1619217453
831,Industry,India,IT,38062.12826,189.0772391,Medium,5.954821128,75,0,64.02256086,1662745678
832,Business,Germany,Residential,48137.71966,24.57922009,High,2.637502085,25,1,57.99542645,1646015950
833,Industry,China,IT,11843.80381,75.47596413,Low,2.332586027,50,1,94.24961186,1644976256
834,Industry,Brazil,Manufacturing,7965.574522,94.51166471,Medium,3.764469196,75,0,49.80678062,1641831039
835,Industry,Germany,Agriculture,26140.10068,88.26892707,Low,9.42130808,25,0,48.80743765,1656666108
836,Industry,China,IT,1949.773512,18.60607006,Medium,2.422074008,75,1,16.1637741,1652928537
837,Individual,India,Transport,38320.75361,98.91077262,Medium,2.28833766,100,0,51.0509499,1630163006
838,Individual,USA,Agriculture,43710.12491,81.93032065,Low,9.541169114,75,0,81.92238659,1646336937
839,Industry,Brazil,Power,41319.21283,57.81229997,Medium,4.510346281,50,1,97.30635404,1610780280
840,Industry,Brazil,Residential,26272.17811,190.8140624,High,7.754287036,25,0,41.08100681,1629347398
841,Individual,India,Residential,30994.33964,29.77748772,Low,2.53643675,100,1,18.82625245,1654945393
842,Industry,UK,IT,3840.899305,49.83424991,Low,0.597445453,100,0,96.76159629,1662783628
843,Business,Brazil,Manufacturing,37546.41291,180.1409603,Medium,3.561173812,50,0,68.58804811,1656950058
844,Business,Germany,Manufacturing,17150.65082,120.1826613,Low,1.423292026,25,0,55.89594531,1664550217
845,Business,USA,IT,17954.27747,124.7230557,High,8.970305556,100,0,9.129306198,1644425714
846,Business,USA,Agriculture,16433.23931,166.3884143,Low,2.952041513,25,0,19.4492014,1671199626
847,Industry,Brazil,IT,44040.99795,137.9067684,Low,7.460816666,100,1,17.99559668,1610047720
848,Business,Brazil,Transport,18438.93946,64.32489376,Low,5.349307586,75,0,11.38112238,1671333799
849,Business,USA,Residential,25611.02458,55.10742538,High,1.522906239,100,0,19.57124855,1626530899
850,Individual,USA,Transport,40535.61772,22.51477985,High,8.21641034,100,0,80.14020257,1617097489
851,Business,China,IT,1224.381607,128.130172,Medium,9.735998532,50,0,34.94307782,1663493949
852,Industry,UK,Power,9743.255524,42.72137209,High,2.879696442,0,0,31.23085807,1630503456
853,Industry,Germany,IT,24690.53173,88.5962645,High,8.138554649,50,0,89.86724283,1615853409
854,Industry,Brazil,Transport,32654.62549,38.15521294,High,3.71062789,0,1,89.82194319,1616357425
855,Business,Germany,Power,45127.46866,71.43006757,Low,3.090741279,75,0,38.01191831,1638820234
856,Individual,Brazil,Residential,26920.22686,81.85661798,High,5.572707479,100,1,40.75702262,1627865695
857,Business,UK,Residential,6360.140055,90.18296146,Low,6.568611628,0,0,47.04139532,1619807972
858,Industry,USA,Agriculture,27190.27414,183.0089525,High,5.306445933,25,0,21.24170751,1652914228
859,Business,India,Transport,42189.28507,62.30150117,Low,5.602155548,0,1,39.18330592,1630185345
860,Business,UK,IT,17182.62229,121.6027702,Low,3.412685723,25,0,74.76944232,1660920428
861,Individual,USA,Agriculture,5339.75948,182.3427369,Medium,4.400708661,75,0,42.51111077,1614883239
862,Business,India,Residential,21246.96979,199.0255967,Low,2.185133009,25,0,45.98620985,1672255148
863,Business,USA,IT,26155.47397,13.48618759,Medium,0.472082504,100,0,55.9086567,1627053242
864,Industry,China,Manufacturing,49179.92902,186.0555229,Medium,9.448506939,0,1,71.49368318,1655071677
865,Business,China,Agriculture,30125.36562,165.5866897,Low,9.273037348,75,0,63.19663763,1665591324
866,Industry,Germany,Manufacturing,6585.907203,78.95633741,Medium,2.130156227,100,0,75.95051101,1669966642
867,Industry,India,Manufacturing,22840.7199,136.8794825,Medium,5.402530298,0,0,94.62007967,1638501521
868,Individual,UK,Transport,9977.013346,126.7517087,Low,4.323944148,25,1,67.39860819,1656977462
869,Business,Brazil,Residential,15898.55217,191.4094383,Low,0.036730081,100,1,68.21057154,1663426296
870,Business,Brazil,Power,9345.440891,171.5166133,Medium,2.459755607,75,0,41.2430118,1615984707
871,Individual,USA,Manufacturing,1723.610002,189.3541908,Medium,5.331242107,75,0,13.48844642,1644919699
872,Individual,Germany,Residential,12793.78602,143.8575921,Low,9.341192379,0,0,74.71278003,1655490273
873,Business,India,Manufacturing,5042.952305,14.41363535,Low,8.881006979,0,0,39.54641388,1644957975
874,Individual,UK,Power,44305.13045,94.09189208,Low,6.674501742,50,0,51.40367089,1618219518
875,Industry,USA,Residential,37199.29433,138.9540884,High,9.394725143,100,0,39.94492176,1671589730
876,Industry,UK,Power,40875.60273,86.29128346,High,6.563719528,50,0,64.37429718,1664077076
877,Industry,China,IT,45347.35139,157.4594863,High,6.923947762,100,0,14.43493495,1666712021
878,Industry,Germany,Transport,36466.27236,145.9929895,High,6.255554878,75,1,92.47616736,1661607193
879,Industry,China,Manufacturing,29128.4283,125.7317202,Low,4.080327922,50,0,66.31755789,1615512095
880,Industry,India,Manufacturing,47233.72483,89.42923904,Low,2.854158211,25,0,62.73512894,1653321160
881,Individual,UK,IT,26509.89086,49.53663916,Medium,7.215161034,25,1,7.96308101,1645041726
882,Business,Brazil,Residential,27131.41589,31.29002724,Medium,7.340273516,50,1,26.17090526,1616528526
883,Industry,China,Agriculture,38488.25906,128.8351815,Low,8.429621062,0,1,98.66862359,1624854347
884,Business,UK,Transport,1238.428535,182.2578664,Medium,2.360364484,100,1,86.40512515,1643689437
885,Individual,India,Transport,46836.85832,122.8846071,Medium,5.982345902,0,0,38.07971715,1633072228
886,Industry,USA,Manufacturing,14819.32514,74.84396202,Medium,7.84043416,100,0,7.692006759,1623185985
887,Industry,India,Power,8958.239048,190.9714412,Low,0.001728319,50,0,1.394744921,1637560465
888,Industry,USA,Residential,8041.288467,197.1877368,Low,3.745750255,50,1,79.94145783,1658378158
889,Individual,USA,Transport,30734.05655,11.76665436,Medium,9.511877166,75,0,15.45975795,1658969918
890,Business,Germany,Power,37917.86294,197.9306653,Medium,6.590590217,100,1,69.97484287,1649793772
891,Business,India,Transport,40196.88357,152.7836311,Low,1.463812773,75,0,76.60506489,1623971774
892,Business,USA,Transport,33773.31189,177.3209764,Medium,2.061231972,75,0,56.88377353,1614640867
893,Business,Brazil,Agriculture,39358.92596,108.5326321,Low,3.709943711,75,0,90.72554722,1635539567
894,Business,China,Agriculture,7913.884723,88.61109596,Low,4.531590084,100,0,32.22195245,1645251459
895,Industry,UK,IT,43010.65809,143.2690685,Medium,4.443231737,100,0,47.69913351,1645062928
896,Business,USA,IT,31242.30804,186.052632,High,6.694762956,50,1,10.8108739,1671966579
897,Individual,India,IT,6828.046166,20.60047315,Low,1.146285323,75,0,93.48579892,1614082712
898,Industry,Brazil,Agriculture,2137.045391,127.567833,Medium,7.913155117,0,1,92.44527649,1638666156
899,Individual,UK,IT,18633.1976,124.3999317,Low,6.985580799,75,0,72.3087408,1622896573
900,Business,UK,IT,23142.74072,4.544932616,Low,7.323616684,75,1,59.59417719,1662885619
901,Business,USA,Residential,23508.6817,12.670379,Medium,2.401270962,25,1,88.99463653,1640857600
902,Individual,India,IT,42971.96086,128.2802779,Low,9.244210417,50,1,69.1870126,1671329519
903,Business,Germany,Agriculture,12575.82071,13.16624124,Medium,4.193191824,50,0,89.19185845,1653167401
904,Business,India,IT,45119.3081,146.5381149,Medium,8.174552778,50,0,93.87263415,1655741504
905,Business,Brazil,Power,24951.45786,127.7648583,Medium,4.550865451,25,0,48.24059641,1666464535
906,Business,USA,Manufacturing,26890.28403,104.2432894,High,5.571315246,0,0,93.69894084,1643823167
907,Individual,Germany,Transport,45658.95719,149.6442376,High,0.403295503,0,1,70.40639332,1645863010
908,Industry,Germany,Agriculture,20029.00359,140.6035504,Medium,5.168602207,75,0,54.28617717,1609565568
909,Individual,China,Agriculture,18485.6231,145.9186456,Low,2.769321494,100,1,12.96773874,1653661649
910,Business,Brazil,Residential,1242.169856,140.9537944,High,9.154145315,0,1,58.47167405,1658952365
911,Industry,China,Manufacturing,17850.68744,198.4840448,Low,8.637578828,25,0,92.65427689,1656547058
912,Business,Germany,Transport,18058.33013,82.36301938,Low,4.428799682,25,0,99.54431014,1643498557
913,Business,Brazil,Manufacturing,25087.55952,14.35734979,High,7.039897807,50,0,21.25078755,1610907914
914,Business,India,Residential,14161.05904,70.11665185,Medium,6.758849993,25,0,81.89990434,1615121361
915,Industry,India,Transport,18402.33273,188.2751201,Medium,4.157518371,50,0,56.30920323,1615391262
916,Business,Germany,Manufacturing,35550.41946,114.3616083,Medium,5.948076938,0,0,9.821023706,1652773265
917,Industry,China,Manufacturing,46420.19553,179.6583945,Medium,5.472871767,0,0,8.429714818,1626090538
918,Industry,UK,IT,41827.71272,14.03918277,Medium,4.55447012,0,0,35.95190056,1620135627
919,Business,Germany,IT,20160.73195,16.57968678,Low,0.063325422,100,0,16.40461845,1666173054
920,Business,Germany,Agriculture,33812.95686,38.74342948,Low,4.794046265,0,1,37.13951825,1634291051
921,Business,China,Residential,47555.19149,103.8291628,Low,1.803350746,50,0,37.00810932,1621390734
922,Individual,Germany,Agriculture,46374.11166,98.23296404,Medium,5.308780533,0,0,64.87835987,1642043382
923,Business,India,Manufacturing,41169.83617,65.83861419,Medium,3.723738768,100,1,53.32774089,1614785857
924,Individual,UK,Agriculture,16503.63572,91.23303462,Medium,7.403224946,75,1,59.85147956,1639185861
925,Individual,China,IT,43671.05788,168.7868338,Low,1.492569318,0,0,31.52542198,1650052190
926,Industry,India,Residential,18839.9398,117.7338178,Medium,7.29544351,100,1,80.05996723,1666182663
927,Individual,India,IT,39116.44115,103.7212422,Low,9.285159531,25,1,19.33529998,1641628475
928,Industry,Germany,IT,48724.32036,101.6754225,Medium,0.285534791,50,1,90.44333028,1654011178
929,Individual,India,Residential,24054.63307,119.162189,High,7.987963114,100,0,62.54215132,1660284383
930,Industry,Germany,Transport,19955.48656,149.3235988,Low,8.617103179,0,0,37.90051531,1668132430
931,Individual,Brazil,Manufacturing,36218.16494,177.158441,Medium,8.664940574,50,0,66.487025,1635501560
932,Industry,Brazil,Residential,7221.894568,86.66293586,Low,6.942786233,75,1,20.88251313,1613948079
933,Industry,Germany,Manufacturing,5334.914145,54.72182582,Low,1.943921993,50,0,72.7237648,1615928944
934,Business,Germany,IT,19113.98501,26.62747793,Low,1.154360439,0,1,81.24927074,1643834009
935,Industry,USA,Manufacturing,47608.42536,197.692578,Low,7.656065767,100,0,58.7677858,1612633897
936,Industry,USA,Power,20632.58443,171.5459536,High,9.629562027,50,0,66.76878752,1670912485
937,Industry,USA,Power,17506.97742,0.532519881,Low,4.47536197,25,0,50.21241596,1634143908
938,Individual,India,Transport,5166.337787,41.10649514,Low,5.189904292,50,0,90.17277865,1635882635
939,Industry,China,Residential,40166.49003,151.5315627,Low,5.048879533,50,0,92.30936493,1619713613
940,Individual,India,Transport,28721.49983,8.663139352,High,0.788119506,50,1,1.216197384,1644702165
941,Individual,India,Manufacturing,44495.78886,40.48000399,Medium,3.290648592,25,0,37.64700374,1654388107
942,Individual,UK,Transport,20239.7614,10.68049802,Medium,8.712425725,25,1,24.74445128,1666744929
943,Individual,Germany,Residential,41276.72942,67.29496627,Medium,7.567379477,50,1,25.85708336,1633999696
944,Individual,India,Power,34002.62476,13.35727753,Medium,5.555547031,50,0,8.89497042,1637754644
945,Industry,USA,Agriculture,36060.50861,47.12479866,High,8.840391891,50,0,83.6884961,1614334591
946,Individual,Germany,Manufacturing,44934.43244,83.61542975,Medium,7.187313324,100,1,66.00979546,1637765740
947,Business,India,Residential,32650.57422,148.2717654,Low,3.709894085,50,0,3.019613484,1659752357
948,Industry,UK,IT,35349.57799,79.20043154,Low,6.265994442,75,0,68.04960387,1622147253
949,Business,Germany,Transport,40955.85806,80.61456442,Low,0.210730593,75,0,62.10343736,1645116194
950,Business,India,Transport,10046.13178,77.34102897,Medium,1.205344129,100,0,12.85868562,1663667233
951,Business,UK,Manufacturing,2387.029921,189.2334058,Medium,8.207017309,50,0,61.79049786,1636412667
952,Industry,UK,Transport,30584.7028,14.54855366,Low,2.246079241,100,1,90.89363226,1620581510
953,Business,China,Agriculture,5431.4782,47.07867999,Medium,2.332735005,50,0,85.85216292,1610458333
954,Individual,Germany,Transport,47986.88707,47.14826221,Low,6.423420077,25,1,33.91699077,1648530389
955,Individual,UK,Power,10183.8072,45.0871674,Low,1.244101205,50,0,1.652818929,1657565325
956,Industry,China,IT,43023.87158,4.588256667,Low,6.962936691,0,0,48.86578147,1620076148
957,Business,China,Residential,15068.23328,21.41411225,Medium,2.159925865,25,1,97.21162602,1642835496
958,Business,India,Agriculture,11804.93166,196.90286,Medium,5.506102355,100,1,30.14981555,1636602827
959,Individual,China,Agriculture,13209.56639,105.1175405,Medium,5.077771862,0,1,90.46903887,1609486389
960,Business,Brazil,IT,9220.814516,156.6106599,Low,9.049438368,0,0,4.381844823,1638709331
961,Business,Germany,IT,11996.1411,199.6538703,Medium,7.976220379,50,1,39.01693918,1639548947
962,Industry,Germany,Manufacturing,170.3407451,36.09307418,Medium,3.256313549,100,1,2.146502437,1637409547
963,Business,UK,Manufacturing,5094.695868,45.63279767,Medium,7.83114691,0,1,58.65541087,1653764123
964,Business,Germany,IT,15302.73084,199.4361427,Low,0.928636236,50,0,13.16102072,1614013227
965,Industry,USA,Residential,9082.095423,56.57102062,High,8.25273176,25,0,16.07244172,1638659664
966,Business,Brazil,Agriculture,39966.28493,38.03755406,Medium,3.774979591,50,0,67.31905008,1649081237
967,Individual,Brazil,Agriculture,18924.8507,58.40817265,High,6.374074237,0,0,71.63037296,1654520852
968,Industry,USA,Power,28916.05514,124.8977657,Low,8.088228404,75,0,16.95353885,1652168159
969,Industry,UK,Manufacturing,36083.24183,77.08815545,Medium,9.080547781,50,0,75.1913777,1635948950
970,Industry,Brazil,IT,14636.30207,158.9649522,High,2.261056061,25,0,92.18572831,1660224262
971,Individual,UK,Agriculture,29973.63797,62.89528179,Medium,3.122001488,100,1,83.94533473,1630276867
972,Business,USA,Manufacturing,34836.17621,63.57387623,Low,6.266426607,100,0,29.5141988,1661969316
973,Industry,Germany,Power,14751.4716,31.60946337,High,4.088040577,0,0,21.71558892,1669959860
974,Industry,China,Manufacturing,25632.58782,110.2154035,High,3.068655075,50,1,91.19214636,1621300441
975,Business,China,Transport,24294.80448,112.824739,Low,5.275951474,75,0,83.01937424,1616558298
976,Industry,UK,Transport,3465.253997,183.570171,Medium,0.57681026,100,0,99.22816253,1659285664
977,Business,India,Manufacturing,27164.84615,173.7710903,Medium,8.735279804,25,0,5.819368472,1644876554
978,Industry,Germany,Agriculture,15798.21529,109.2515432,Low,2.316767133,0,0,44.65040443,1610633135
979,Individual,USA,Power,25123.82472,192.693719,Low,1.912623032,50,0,10.79432481,1633142283
980,Industry,China,IT,7528.367463,181.0450167,Medium,9.242799374,100,1,64.17377228,1640458007
981,Industry,India,Power,18016.06738,127.3795725,Medium,3.412306189,75,1,99.45052311,1620193274
982,Individual,UK,Residential,1024.851037,20.60421469,High,0.585979905,0,1,13.59852465,1612466341
983,Business,Germany,Agriculture,41331.27985,133.917241,Low,5.632691493,0,1,55.07886098,1638460748
984,Industry,India,Agriculture,2510.445483,132.3705983,Medium,3.381586985,25,0,2.707385537,1614896483
985,Individual,Germany,Transport,32221.54056,184.3408363,Medium,4.020624952,25,1,22.42878929,1664629115
986,Individual,Brazil,IT,33439.22128,184.561303,Medium,9.608276756,100,0,85.96917463,1613532481
987,Industry,China,Residential,21009.87532,57.3323581,Medium,4.663078688,25,0,98.73741687,1634424016
988,Industry,UK,Manufacturing,2987.929908,95.49357254,Low,4.508812987,75,0,7.141819794,1621861147
989,Individual,UK,Power,29898.00046,23.4257853,Medium,7.753939399,75,0,10.89587873,1636318728
990,Individual,USA,Transport,6551.505579,47.15583465,Medium,6.52745043,100,1,76.35234206,1612951015
991,Industry,Brazil,IT,32546.92475,168.1978328,Medium,1.559362597,50,0,57.32138692,1629055365
992,Business,UK,Residential,16129.78355,134.5446843,Low,3.376022206,50,1,80.16023886,1669816988
993,Industry,India,Residential,19580.55907,149.4913318,Medium,5.637105473,100,0,30.39885146,1659352385
994,Individual,India,IT,14644.03256,54.44703582,Medium,4.659163968,50,0,79.88999575,1652999687
995,Industry,Germany,Manufacturing,16547.89619,36.38185435,Low,2.852374553,25,0,34.83481788,1617291495
996,Industry,Germany,Agriculture,49889.31164,1.03282458,Medium,6.127624724,75,0,58.40132739,1648818674
997,Individual,UK,Residential,17060.29934,11.59673231,Medium,2.614660202,50,1,25.15560854,1657178565
998,Business,USA,IT,38336.06767,152.5965383,Low,3.195439473,25,0,73.94109543,1648966226
999,Business,USA,Transport,26533.14369,23.67755613,High,9.50116094,100,0,90.36181153,1636586794
1000,Individual,India,IT,9062.908353,50.29759137,High,0.48184057,0,0,97.17007281,1621151570
1001,Industry,India,Residential,3052.821546,94.94673201,Medium,8.311686347,25,0,56.14150371,1630484692
1002,Individual,USA,Agriculture,2021.392651,125.1189531,Medium,0.014265398,50,0,71.06251588,1661907024
1003,Industry,Brazil,Agriculture,4288.094233,170.5901073,Medium,7.531327595,75,1,74.73213685,1631251609
1004,Individual,Brazil,IT,9030.727799,129.0012866,Low,5.146932075,100,0,11.39601168,1611938935
1005,Business,UK,Manufacturing,10221.20567,178.0586515,Medium,4.460360725,75,0,38.45141085,1638015234
1006,Individual,Brazil,IT,39247.04591,180.6205956,Medium,3.011916267,50,1,6.741929019,1636731355
1007,Individual,China,Transport,5580.450645,175.5966503,High,4.398648132,100,1,65.5311602,1611824336
1008,Business,Brazil,Power,17612.63097,97.38567283,Low,8.029933358,0,1,79.17555953,1612716326
1009,Business,USA,Transport,34257.38284,188.6062657,Low,9.298848807,25,1,51.44751916,1626261832
1010,Business,UK,Manufacturing,1235.797376,114.4874114,Low,1.417881935,75,1,68.59985596,1632368096
1011,Individual,China,Agriculture,19151.92254,48.7638119,Low,3.777916006,100,0,56.72876013,1624021319
1012,Individual,USA,Transport,15882.20746,23.45638345,Medium,4.291931696,100,0,81.71710165,1620866541
1013,Individual,USA,Transport,13174.34554,14.10157275,High,3.848121436,0,0,44.27315126,1636190557
1014,Industry,USA,IT,47519.75025,149.6560277,Low,9.488636704,25,0,72.06085171,1669819589
1015,Business,USA,Agriculture,35423.13483,43.72168626,Low,8.579852337,25,1,61.01278872,1659961341
1016,Business,India,IT,48677.84671,129.213113,High,3.654369764,0,1,75.2164365,1659676179
1017,Individual,China,Manufacturing,43823.23173,71.2926788,Low,5.244340771,25,0,82.44664489,1669006622
1018,Individual,Germany,Manufacturing,17527.82965,95.50926508,Medium,9.235489914,50,0,78.88108049,1617277090
1019,Business,India,Power,38575.0572,80.35984338,High,3.816773214,0,0,69.62579125,1641378850
1020,Business,UK,Agriculture,32441.24787,114.3587646,Medium,3.452261605,50,1,47.28475283,1633929962
1021,Business,Brazil,IT,35497.29063,71.26863639,Low,2.619532143,0,0,2.685458742,1640784380
1022,Industry,Brazil,Agriculture,38730.33717,175.7564351,High,3.282600895,0,1,9.586603254,1629369908
1023,Industry,Germany,Agriculture,45826.15867,98.76001601,Low,1.33012497,75,1,44.30042042,1641751128
1024,Industry,China,Transport,30342.19406,56.18332611,Low,7.116890887,100,1,29.21811565,1657027392
1025,Industry,India,Residential,10733.04818,126.5635176,High,3.758757914,50,1,7.052327418,1625987937
1026,Industry,UK,Power,47038.31689,151.1955587,Medium,9.741213943,100,1,89.09380038,1668927085
1027,Individual,China,Power,40685.3059,66.48394761,Low,1.890964263,25,0,34.57997636,1642122486
1028,Industry,India,Agriculture,2714.86463,55.92064719,Medium,3.385835351,25,0,73.25282941,1616771419
1029,Individual,USA,Residential,8228.951965,197.617394,Low,0.456905261,0,1,13.04710958,1624232999
1030,Industry,USA,Residential,13041.74335,193.7079078,Low,1.146171955,50,0,73.93770131,1655047100
1031,Industry,India,Residential,19718.2806,97.39761306,Low,3.354135475,100,0,80.83202296,1666220114
1032,Industry,Brazil,Agriculture,14805.30077,194.1981068,Low,8.698114129,75,1,36.0399869,1625292688
1033,Individual,India,Manufacturing,40360.08878,176.8651248,Low,2.964172188,75,1,40.48963915,1641010807
1034,Business,China,Transport,23127.47536,161.2061933,Medium,5.114189188,25,0,47.71904344,1632036278
1035,Individual,China,Manufacturing,15267.87869,67.79075729,Low,5.198806167,0,0,37.4989647,1618393418
1036,Individual,Germany,Residential,15119.79948,188.863248,Low,2.806939841,25,0,42.28995908,1647993671
1037,Individual,India,Manufacturing,42799.08059,110.1530959,Low,6.266133484,100,0,58.05364693,1618109618
1038,Individual,China,Power,19867.48133,197.5379908,High,8.378409305,0,0,63.31094947,1646456813
1039,Business,Brazil,Residential,45710.04718,33.36580357,Medium,8.06859105,100,1,88.5272553,1624082142
1040,Individual,India,Residential,41039.71139,3.924476679,Low,1.041512619,0,1,11.56052479,1639858726
1041,Industry,UK,Manufacturing,21211.19588,47.46446598,Medium,8.241608832,100,0,84.57819848,1629195626
1042,Industry,China,Agriculture,43707.83827,153.966094,High,5.287871351,0,0,96.10243203,1648609124
1043,Industry,India,IT,30270.25941,83.35986228,Low,1.868372893,100,0,96.08482307,1625894608
1044,Individual,UK,Transport,31175.00435,109.1029872,Medium,5.068779132,0,0,40.16847303,1651390205
1045,Industry,Brazil,Transport,147.6725722,43.71068465,Low,1.117632506,25,0,3.944363653,1639648103
1046,Industry,UK,Manufacturing,40837.37897,3.772006029,Low,3.408692043,50,0,27.73173581,1669138988
1047,Industry,USA,Residential,21619.73962,80.86437632,Low,5.835430205,50,0,14.69483399,1653578888
1048,Industry,India,Manufacturing,29105.82378,147.3307574,Medium,9.89216375,50,1,98.64436757,1669175870
1049,Industry,UK,IT,20083.25307,183.1679862,Low,2.935094322,50,0,38.09887211,1642287826
1050,Industry,India,Manufacturing,11331.41577,47.77175046,Medium,1.165215891,75,1,72.33137969,1622603269
1051,Individual,India,Manufacturing,14558.68135,185.4850951,Low,0.174173854,100,0,54.4816149,1648564037
1052,Industry,India,Transport,31157.10033,108.884986,Low,8.461409965,0,1,68.16535911,1614022283
1053,Business,Germany,Residential,8517.046973,55.54497816,High,4.162101836,25,0,88.75239906,1631043925
1054,Business,India,Power,13146.10943,44.81857611,Low,1.050157979,100,1,66.44325525,1660930666
1055,Business,Brazil,Power,20560.76021,54.40069001,Low,7.394245022,0,1,38.34987044,1634306224
1056,Business,USA,IT,25886.15807,138.6420304,Medium,1.223950504,0,1,83.15292308,1664806772
1057,Individual,Germany,Agriculture,25890.08602,56.20752902,Low,3.707260493,75,1,59.66338701,1639794499
1058,Business,China,IT,20878.61584,44.53583713,Low,4.531741579,100,1,52.66389989,1627542137
1059,Individual,China,Transport,11250.52645,165.8314,Medium,6.940115442,0,1,71.46628945,1639876339
1060,Business,USA,Manufacturing,14257.88302,181.0703944,Low,2.035235991,25,0,59.58992325,1671242528
1061,Industry,Brazil,Agriculture,4254.881043,134.2091355,Medium,9.88169522,0,0,0.687564099,1651656924
1062,Individual,China,Transport,9392.245397,6.687308628,Medium,6.568460258,75,0,10.64091612,1621531642
1063,Business,India,Manufacturing,27785.05761,20.41372,Low,6.030281373,25,0,75.31316167,1641482161
1064,Industry,UK,Residential,47311.59915,73.55997292,Medium,5.848001152,25,1,22.530227,1642440383
1065,Business,Brazil,Residential,42895.90757,18.41121508,Medium,8.326582445,50,0,39.13534075,1666805484
1066,Individual,India,Power,42976.45674,64.24306231,Low,7.466997884,0,0,70.62205877,1649708330
1067,Individual,USA,Power,17499.89318,114.8694906,Medium,3.39570209,0,1,94.34373606,1659333082
1068,Individual,China,Residential,27987.61641,23.15378282,Low,2.035830048,25,1,81.41508716,1661351539
1069,Individual,China,Agriculture,48866.44565,31.67810423,High,3.705521714,75,0,75.16526588,1612412175
1070,Business,Germany,IT,26940.77131,53.37857815,Low,1.163944113,0,1,75.56739816,1657737512
1071,Individual,UK,Transport,49480.88432,165.2057875,High,4.449272359,25,0,80.64864736,1629245691
1072,Individual,UK,Manufacturing,2123.327247,166.6856647,Medium,4.082456453,50,0,83.88467001,1619566343
1073,Industry,Brazil,Power,9013.846641,186.7984931,Medium,3.944469437,75,0,82.60692352,1665164231
1074,Business,Brazil,Transport,43807.26283,116.2751084,Medium,9.723559495,50,0,4.194189113,1609975699
1075,Business,USA,Agriculture,29749.63814,119.4023039,Medium,7.173916526,100,1,69.9705611,1637807922
1076,Business,Brazil,Residential,32029.91381,22.32781945,Medium,6.675136439,0,1,10.50298037,1636080324
1077,Individual,USA,Manufacturing,21086.20125,93.24645324,High,5.560181858,50,0,7.643452076,1639326703
1078,Business,India,Agriculture,21786.4624,39.56566668,Medium,0.788821152,50,0,73.96410253,1636450558
1079,Individual,UK,Transport,8904.159429,51.7780666,High,7.931411311,75,0,93.41530804,1625874197
1080,Individual,India,IT,9289.876585,73.18631018,Low,3.932820771,100,0,34.70783473,1631259100
1081,Industry,USA,IT,7303.122084,145.429165,Low,7.284265198,50,0,30.28323681,1656576125
1082,Industry,China,Residential,10009.4284,4.255568118,Low,4.133700087,25,0,99.03695167,1663016329
1083,Individual,India,Agriculture,25281.9204,98.97612299,Low,1.331618463,75,1,94.02208542,1639428852
1084,Individual,India,Transport,48639.66962,61.97488004,Low,2.195376069,25,1,43.8952995,1667891403
1085,Industry,India,Transport,45536.37311,113.5621074,Low,9.932702663,0,1,8.868356555,1629363789
1086,Individual,China,Transport,48251.37228,185.154644,High,6.657496318,100,0,70.67816854,1613616135
1087,Industry,Germany,Residential,31654.47225,124.4715214,High,7.98480984,50,0,28.34231435,1624352194
1088,Individual,Germany,Power,11559.15135,105.1774661,High,4.457200334,100,0,19.69223744,1621193512
1089,Business,China,Transport,17836.6184,143.4265476,Medium,3.147620075,50,0,35.46264769,1646140335
1090,Industry,UK,Agriculture,44661.01803,29.1223395,Low,3.592638721,25,1,84.03523935,1614393907
1091,Industry,Brazil,IT,23897.18403,31.60605261,Medium,3.83032928,75,1,70.06842345,1644708756
1092,Business,UK,Transport,27502.06329,91.12634957,Medium,3.760671402,50,0,4.506222666,1646155789
1093,Business,China,IT,686.0885843,52.84468145,Medium,5.521798623,100,0,2.589496717,1640374601
1094,Individual,India,Power,11444.67107,177.5339412,Low,1.961237581,100,0,96.22248351,1634472466
1095,Business,Brazil,Power,31687.53612,168.8097515,Medium,9.189458412,0,0,65.34246419,1618799118
1096,Business,UK,Residential,33460.90836,14.75769259,Low,9.156176169,25,0,93.39429011,1658102642
1097,Business,India,IT,29940.90244,113.52358,Low,7.826545738,25,0,2.051592245,1628042966
1098,Individual,Germany,Manufacturing,46971.55789,121.0569687,Low,3.473934743,0,1,77.25725198,1639328530
1099,Business,USA,Power,12645.64224,5.230990937,Low,3.119438972,100,1,25.61557071,1668946976
1100,Industry,China,Power,41781.0977,164.2878215,Medium,2.707694034,100,1,46.57107658,1660044004
1101,Individual,UK,Manufacturing,9950.941567,141.958618,Low,7.603877394,50,0,2.950226458,1631355346
1102,Industry,Brazil,Power,32950.24491,62.65102452,Medium,0.544619308,25,1,15.47217562,1643767454
1103,Individual,Germany,Power,12518.72402,186.682704,Low,4.1284158,75,1,31.97892893,1646444525
1104,Individual,China,Transport,47714.5376,50.92954315,High,7.781563903,100,1,29.22227889,1661339326
1105,Individual,Germany,Residential,5008.785061,33.10455263,Medium,4.446744966,50,1,43.16761762,1653480694
1106,Industry,UK,IT,47361.99827,41.18761432,Low,3.225892666,0,1,64.55443981,1653715214
